ID,Body,Question,Equation,Answer,Type
chal-662,The Razorback t-shirt shop sells each t-shirt for $ 201 dollars. During the Arkansas and Texas tech game they increased the prices by $ 217 per t-shirt and sold 14 t-shirts.,How much money did they make from selling the t-shirts?,( ( 201.0 + 217.0 ) * 14.0 ),5852,Multiplication
chal-663,Ed had 12 more marbles than Doug. Ed lost 20 of his marbles at the playground. If Ed had 17 marbles,How many marbles does Doug have now?,( 17.0 - 12.0 ),5,Subtraction
chal-664,Lawrence county has 313473 kids. During summer break 274865 kids stay home and the rest go to camp.,How many kids go to the camp during the break?,( 313473.0 - 274865.0 ),38608,Subtraction
chal-665,The Razorback shop makes $ 210 dollars off each jersey and $ 240 off each t-shirt. During the Arkansas and Texas tech game they sold 177 t-shirts and 23 jerseys.,How much more does a t-shirt cost than a jersey?,( 240.0 - 210.0 ),30,Subtraction
chal-666,Dan has $ 4. He bought a candy bar for $ 7 and a chocolate for $ 6.,How much money did he spend buying the candy bar and chocolate?,( 7.0 + 6.0 ),13,Addition
chal-667,Jerry had 4 action figures and 22 books on a shelf in his room. Later he added 6 more action figures to the shelf.,How many action figures were on his shelf in all?,( 4.0 + 6.0 ),10,Addition
chal-668,Mary is baking a cake. The recipe calls for 11 cups of sugar and some more cups of flour. She already put in 3 cups of flour. If she still needs to add 6 more cups of flour,How many cups of flour did the recipe require?,( 3.0 + 6.0 ),9,Addition
chal-669,Baker made 54 cakes and 143 pastries. If he sold 68 cakes and 92 pastries,How many more pastries than cakes did baker sell?,( 92.0 - 68.0 ),24,Subtraction
chal-670,3 birds and 2 storks were sitting on the fence. 5 more birds came to join them.,How many birds and storks are sitting on the fence?,( ( 3.0 + 5.0 ) + 2.0 ),10,Addition
chal-671,Julia played tag with 7 kids on monday and 13 kids on tuesday. She played cards wtih 20 kids on wednesday.,How many kids did she play tag with altogether?,( 7.0 + 13.0 ),20,Addition
chal-672,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 36 of the pickers that they fill 8 drums of grapes per day.",How many days will it take to fill 240 drums of grapes?,( 240.0 / 8.0 ),30,Common-Division
chal-673,Bobby ate 23 pieces of candy. If he initially had 30 pieces of candy,How many pieces of candy does he still have left?,( 30.0 - 23.0 ),7,Subtraction
chal-674,The Ferris wheel in paradise park has 18 seats. Each seat can hold 15 people. If 10 seats are broken,How many people can ride the Ferris wheel at the same time?,( ( 18.0 - 10.0 ) * 15.0 ),120,Multiplication
chal-675,Robin's hair was 16 inches long. He cut off 11 inches. Then it again grew by 12 inches.,How long is his hair now?,( ( 16.0 - 11.0 ) + 12.0 ),17,Addition
chal-676,Frank was reading through his favorite book. The book had 193 pages equally distributed over 15 chapters. It took Frank 660 days to finish the book.,How many chapters did he read per day?,( 660.0 / 15.0 ),44,Common-Division
chal-677,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The grasshopper jumped 4 inches farther than the frog and the mouse jumped 44 inches lesser than the frog.",How far did the frog jump?,( 19.0 - 4.0 ),15,Subtraction
chal-678,Winter is almost here and most animals are migrating to warmer countries. There are 18 bird families living near the mountain. If 38 bird families flew away to africa and 80 bird families flew away to asia,How many bird families flew away for the winter?,( 38.0 + 80.0 ),118,Addition
chal-679,Matthew had 23 crackers. He has 11 crackers left after he gave equal numbers of crackers to his 2 friends.,How many crackers did each friend eat?,( ( 23.0 - 11.0 ) / 2.0 ),6,Common-Division
chal-680,Rachel's tree had 4 apples. She picked 2 apples from her tree. Thereafter 3 new apples grew on the tree.,How many apples are there on the tree now?,( ( 4.0 - 2.0 ) + 3.0 ),1,Addition
chal-681,Summer is almost here and most animals are migrating back to cooler countries. There are 87 bird families living near a mountain. If 18 new bird families joined them,How many bird families live near the mountain now?,( 87.0 + 18.0 ),105,Addition
chal-682,Danny collects bottle caps and wrappers. He found 15 bottle caps and 18 wrappers at the park. Now he has 67 wrappers and 35 bottle caps in his collection.,How many more wrappers than bottle caps does danny have now?,( 67.0 - 35.0 ),32,Subtraction
chal-683,Melissa scored a total of 91 points in 13 games scoring the same for each game.,How many points did she score in each game?,( 91.0 / 13.0 ),7,Common-Division
chal-684,Robin's hair was 17 inches long. He cut off some inches of her hair. If his hair is now 13 inches long,How much of his hair did he cut?,( 17.0 - 13.0 ),4,Subtraction
chal-685,Baker made 56 pastries and 124 cakes. If he sold 104 cakes and 29 pastries,How many pastries would baker still have?,( 56.0 - 29.0 ),27,Subtraction
chal-686,The school is planning a field trip. The school has 67 classrooms. There are 66 students in each classroom in the school. If there are 6 seats on each school bus,How many buses are needed to take the trip?,( 67.0 * ( 66.0 / 6.0 ) ),737,Multiplication
chal-687,The Razorback t-shirt shop makes $ 87 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 95 t-shirts. If they sold 47 t-shirts during the Arkansas game,How much money did they make from selling the t-shirts?,( 87.0 * 95.0 ),8265,Multiplication
chal-688,3 birds were sitting on the fence. 2 more birds and 6 more storks came to join them.,How many more storks than birds are sitting on the fence?,( 6.0 - ( 3.0 + 2.0 ) ),1,Subtraction
chal-689,The school is planning a field trip. The school has 21 classrooms. There are 98 students in the school and 7 school buses. If all buses are full,How many seats are in each bus?,( 98.0 / 7.0 ),14,Common-Division
chal-690,Randy has 58 blocks. He uses 27 blocks to build a tower and 53 blocks to build a house.,How many blocks did he use to build the tower and the house altogether?,( 27.0 + 53.0 ),80,Addition
chal-691,Every day Ryan spends 5 hours on learning english and 4 hours on learning chinese. If he learns for 6 days,How many hours does he spend on learning chinese in all?,( 4.0 * 6.0 ),24,Multiplication
chal-692,The Razorback shop makes $ 86 dollars off each t-shirt and $ 232 off each jersey. During the Arkansas and Texas tech game they sold 254 t-shirts and 43 jerseys.,How much more does a jersey cost than a t-shirt?,( 232.0 - 86.0 ),146,Subtraction
chal-693,Danny collects bottle caps and wrappers. He found 66 wrappers and 39 bottle caps at the park. Now he has 16 bottle caps and 68 wrappers in his collection.,How many wrappers did danny have at first?,( 68.0 - 66.0 ),2,Subtraction
chal-694,Haley grew 14 trees in her backyard. After a typhoon 9 died.,How many more trees died in the typhoon than those that survived?,( 9.0 - ( 14.0 - 9.0 ) ),4,Subtraction
chal-695,He has 9 apples more than Adam and Jackie together do. Adam and Jackie have 7 apples between them.,How many apples does He have?,( 7.0 + 9.0 ),16,Addition
chal-696,Dave had 11 apps and 3 files on his phone. After deleting some apps and files he had 24 files and 2 apps left.,How many more files than apps does he have left on the phone?,( 24.0 - 2.0 ),22,Subtraction
chal-697,Rebecca wants to split a collection of eggs into groups of 11. If each group has 2 eggs,How many eggs does Rebecca have?,( 11.0 * 2.0 ),22,Multiplication
chal-698,"Jack received 10 emails in the morning, 7 emails in the afternoon and 17 emails in the evening.",How many more emails did Jack receive in the morning than in the afternoon?,( 10.0 - 7.0 ),3,Subtraction
chal-699,Adam could fit 11 action figures on each shelf in his room. His room has 4 shelves and 40 cabinets.,How many total action figures could his shelves hold?,( 11.0 * 4.0 ),44,Multiplication
chal-700,Lucy went to the grocery store. She bought 10 packs of cookie and 4 packs of cake.,How many more packs of cookie did she buy over cake?,( 10.0 - 4.0 ),6,Subtraction
chal-701,Every day Ryan spends 6 hours on learning english and 2 hours on learning chinese.,How many more hours does he spend on learning english than he does on learning chinese?,( 6.0 - 2.0 ),4,Subtraction
chal-702,David did 40 more push-ups but 17 less crunches than Zachary in gym class today. If Zachary did 34 push-ups and 62 crunches,How many crunches did David do?,( 62.0 - 17.0 ),45,Subtraction
chal-703,The grasshopper and the frog had a jumping contest. The frog jumped 39 inches and the grasshopper jumped 17 inches.,How much farther did the frog jump than the grasshopper?,( 39.0 - 17.0 ),22,Subtraction
chal-704,Paul had 50 books. After buying some in a garage sale he had 151 left.,How many books did he buy?,( 151.0 - 50.0 ),101,Subtraction
chal-705,If they are already at 659 feet and the cave is 762 feet deep,How much farther until they reach the end of the cave?,( 762.0 - 659.0 ),103,Subtraction
chal-706,Katie had 78 new games and 86 old games. Her friends had 48 new games.,How many new games do they have together?,( 78.0 + 48.0 ),126,Addition
chal-707,Josh had 19 marbles in his collection. He lost 11 marbles and found 5 new ones.,How many marbles does he have now?,( ( 19.0 - 11.0 ) + 5.0 ),13,Addition
chal-708,Jerry had 4 action figures on a shelf in his room. Later he added some more action figures to the shelf. If there are a total of 8 action figures on his shelf now,How many action figures did he add to the shelf?,( 8.0 - 4.0 ),4,Subtraction
chal-709,Rachel has 52 apple trees. She picked 2 apples from 1 of her trees. Now the tree has 7 apples still on it.,How many apples did the tree have to begin with?,( 2.0 + 7.0 ),9,Addition
chal-710,We ordered 9 pizzas. Each pizza has 10 slices. If there are 2 of us,How many slices of pizza does each of us get if distributed equally?,( 9.0 * ( 10.0 / 2.0 ) ),45,Multiplication
chal-711,Jack received a total of 9 emails in the day. If he received 7 emails in the morning and some more in the afternoon,How many emails did Jack receive in the afternoon?,( 9.0 - 7.0 ),2,Subtraction
chal-712,A grocery store had 19 bottles of diet soda and 60 bottles of regular soda.,How many more bottles of regular soda than diet soda did they have?,( 60.0 - 19.0 ),41,Subtraction
chal-713,A book has 3 chapters. The first chapter is 35 pages long the second chapter is 18 pages long and the third chapter is 3 pages long.,How many more pages does the second chapter have than the third chapter?,( 18.0 - 3.0 ),15,Subtraction
chal-714,Randy has 97 blocks. He uses some blocks to build a tower. If there are 72 blocks left,How many blocks did he use to build the tower?,( 97.0 - 72.0 ),25,Subtraction
chal-715,Because of the decision Sofia asked the students to suggest specific types of food. 182 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 166 more students suggested adding bacon than those that suggested mashed potatoes,How many students suggested bacon?,( 182.0 + 166.0 ),348,Addition
chal-716,A waiter had 13 customers. After some left he got 4 new customers. If he still had 9 customers,How many customers left?,( 13.0 - ( 9.0 - 4.0 ) ),8,Subtraction
chal-717,Every day Ryan spends 3 hours on learning english and some more hours on learning chinese. If he spends a total of 4 hours on learning english and chinese everyday,How many hours does he spend on learning chinese?,( 4.0 - 3.0 ),1,Subtraction
chal-718,A book has 2 chapters across 81 pages. The second chapter is 68 pages long.,How many pages are in the second chapter?,( 81.0 - 68.0 ),13,Subtraction
chal-719,White t - shirts can be purchased in packages. If mom buys 28 packages which contain 56 white t - shirts in total,How many white t - shirts does each package have?,( 56.0 / 28.0 ),2,Common-Division
chal-720,Baker made 52 pastries and 84 cakes. If he sold 102 cakes and 94 pastries,How many more cakes than pastries did baker make?,( 84.0 - 52.0 ),32,Subtraction
chal-721,Jessie weighed 71 kilograms. After she started to go jogging everyday she lost 20 kilograms.,How much does she weigh now?,( 71.0 - 20.0 ),51,Subtraction
chal-722,Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home.,How many kids stay home?,( 898051.0 - 629424.0 ),268627,Subtraction
chal-723,Dave had 17 apps and 21 files on his phone. After deleting some apps and files he had 3 apps and 7 files left.,How many files did he delete?,( 21.0 - 7.0 ),14,Subtraction
chal-724,If you had 33 cookies and each bag has 11 cookies,How many bags of cookies do you have?,( 33.0 / 11.0 ),3,Common-Division
chal-725,He then went to see the oranges being harvested. He found out that they harvest 66 sacks per day and that each sack containes 25 oranges.,How many oranges will they have after 87 days of harvest?,( ( 66.0 * 87.0 ) * 25.0 ),143550,Multiplication
