,Unnamed: 0.2,Unnamed: 0.1,ID,Body,Question,Equation,Answer,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers
507,507,507,chal-508,Marco and his dad went strawberry picking. Marco's dad's strawberries weighed 11 pounds. If together their strawberries weighed 30 pounds.,How much did Marco's strawberries weigh?,( 30.0 - 11.0 ),19,Subtraction,Marco and his dad went strawberry picking. Marco's dad's strawberries weighed <1> pounds. If together their strawberries weighed <2> pounds. how much did marco's strawberries weigh?,( <2> - <1> ),"['<1>', '<2>']","['11', '30']"
508,508,508,chal-509,"Julia played tag with 5 kids on monday, 9 kids on tuesday and 15 kids on wednesday.",How many kids did she play with on monday and wednesday?,( 5.0 + 15.0 ),20,Addition,"Julia played tag with <1> kids on monday, <2> kids on tuesday and <3> kids on wednesday. how many kids did she play with on monday and wednesday?",( <1> + <3> ),"['<1>', '<2>', '<3>']","['5', '9', '15']"
509,509,509,chal-510,Marco and his dad went strawberry picking. Marco's strawberries weighed 15 pounds. If together their strawberries weighed 37 pounds.,How much did his dad's strawberries weigh?,( 37.0 - 15.0 ),22,Subtraction,Marco and his dad went strawberry picking. Marco's strawberries weighed <1> pounds. If together their strawberries weighed <2> pounds. how much did his dad's strawberries weigh?,( <2> - <1> ),"['<1>', '<2>']","['15', '37']"
510,510,510,chal-511,Shirley sold 10 boxes of trefoils.,How many boxes are in each case if she needs to deliver 5 cases of boxes?,( 10.0 / 5.0 ),2,Common-Division,Shirley sold <1> boxes of trefoils. how many boxes are in each case if she needs to deliver <2> cases of boxes?,( <1> / <2> ),"['<1>', '<2>']","['10', '5']"
511,511,511,chal-512,Paul got a box of 521 crayons and 66 erasers for his birthday. At the end of the school year he only had 154 left while not having lost a single erasers.,How many crayons had been lost or given away?,( 521.0 - 154.0 ),367,Subtraction,Paul got a box of <1> crayons and <2> erasers for his birthday. At the end of the school year he only had <3> left while not having lost a single erasers. how many crayons had been lost or given away?,( <1> - <3> ),"['<1>', '<2>', '<3>']","['521', '66', '154']"
512,512,512,chal-513,David did 56 more push-ups than Zachary in gym class today. If David did 38 push-ups,How many push-ups did Zachary and David do altogether?,( ( 38.0 + 38.0 ) - 56.0 ),20,Subtraction,David did <1> more push-ups than Zachary in gym class today. If David did <2> push-ups how many push-ups did zachary and david do altogether?,( ( <2> + 38.0 ) - <1> ),"['<1>', '<2>']","['56', '38']"
513,513,513,chal-514,Danny collects bottle caps and wrappers. He found 10 bottle caps and 62 wrappers at the park. Now he has 27 bottle caps and 43 wrappers in his collection.,How many more wrappers than bottle caps does danny have now?,( 43.0 - 27.0 ),16,Subtraction,Danny collects bottle caps and wrappers. He found <1> bottle caps and <2> wrappers at the park. Now he has <3> bottle caps and <4> wrappers in his collection. how many more wrappers than bottle caps does danny have now?,( <4> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['10', '62', '27', '43']"
514,514,514,chal-515,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. She found 10 bags of cans on the next day and 4 bags of cans the day after that.,How many bags did she find after monday?,( 10.0 + 4.0 ),14,Addition,Tiffany was collecting cans for recycling. On monday she had <1> bags of cans. She found <2> bags of cans on the next day and <3> bags of cans the day after that. how many bags did she find after monday?,( <2> + <3> ),"['<1>', '<2>', '<3>']","['8', '10', '4']"
515,515,515,chal-516,Faye was placing her pencils into rows with 16 pencils in each row. She had 28 packs of pencils each one having 24 pencils.,How many rows could she make?,( 28.0 * ( 24.0 / 16.0 ) ),42,Multiplication,Faye was placing her pencils into rows with <1> pencils in each row. She had <2> packs of pencils each one having <3> pencils. how many rows could she make?,( <2> * ( <3> / <1> ) ),"['<1>', '<2>', '<3>']","['16', '28', '24']"
516,516,516,chal-517,4 birds and 3 storks were sitting on the fence. 6 more storks came to join them.,How many more storks than birds are sitting on the fence?,( ( 3.0 + 6.0 ) - 4.0 ),5,Subtraction,<1> birds and <2> storks were sitting on the fence. <3> more storks came to join them. how many more storks than birds are sitting on the fence?,( ( <2> + <3> ) - <1> ),"['<1>', '<2>', '<3>']","['4', '3', '6']"
517,517,517,chal-518,Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week.,How much does she weigh now?,( ( 114.0 - 50.0 ) - 60.0 ),4,Subtraction,Jessie weighed <1> kilograms. After she started to go jogging everyday she lost <2> kilograms in the first week and <3> kilograms in the second week. how much does she weigh now?,( ( <1> - <2> ) - <3> ),"['<1>', '<2>', '<3>']","['114', '50', '60']"
518,518,518,chal-519,6 packs of dvds can be bought with 120 dollars.,How much does each pack cost?,( 120.0 / 6.0 ),20,Common-Division,<1> packs of dvds can be bought with <2> dollars. how much does each pack cost?,( <2> / <1> ),"['<1>', '<2>']","['6', '120']"
519,519,519,chal-520,"Julia played tag with 14 kids on monday, 2 kids on tuesday and 8 kids on wednesday.",How many more kids did she play with on monday than on wednesday?,( 14.0 - 8.0 ),6,Subtraction,"Julia played tag with <1> kids on monday, <2> kids on tuesday and <3> kids on wednesday. how many more kids did she play with on monday than on wednesday?",( <1> - <3> ),"['<1>', '<2>', '<3>']","['14', '2', '8']"
520,520,520,chal-521,"There were 73 parents, 724 pupils and 744 teachers in the program.",How many people were present in the program?,( ( 73.0 + 724.0 ) + 744.0 ),1541,Addition,"There were <1> parents, <2> pupils and <3> teachers in the program. how many people were present in the program?",( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['73', '724', '744']"
521,521,521,chal-522,At the stop 8 more people got on the train. Initially there were 11 people on the train.,How many people are there on the train now?,( 11.0 + 8.0 ),19,Addition,At the stop <1> more people got on the train. Initially there were <2> people on the train. how many people are there on the train now?,( <2> + <1> ),"['<1>', '<2>']","['8', '11']"
522,522,522,chal-523,Frank had 33 pieces of candy. He lost 24 of them. If he put the remaining pieces into bags with 9 pieces in each bag,How many bags would he have?,( ( 33.0 - 24.0 ) / 9.0 ),1,Common-Division,Frank had <1> pieces of candy. He lost <2> of them. If he put the remaining pieces into bags with <3> pieces in each bag how many bags would he have?,( ( <1> - <2> ) / <3> ),"['<1>', '<2>', '<3>']","['33', '24', '9']"
523,523,523,chal-524,Bryan took a look at his books as well. If he has 34 books distributed equally in 2 bookshelves,How many books are there in each bookshelf?,( 34.0 / 2.0 ),17,Common-Division,Bryan took a look at his books as well. If he has <1> books distributed equally in <2> bookshelves how many books are there in each bookshelf?,( <1> / <2> ),"['<1>', '<2>']","['34', '2']"
524,524,524,chal-525,A waiter had 3 customers. After some more arrived he had 8 customers.,How many new customers arrived?,( 8.0 - 3.0 ),5,Subtraction,A waiter had <1> customers. After some more arrived he had <2> customers. how many new customers arrived?,( <2> - <1> ),"['<1>', '<2>']","['3', '8']"
525,525,525,chal-526,Brenda's mother made cookies for guests. If she prepared 38 cookies and each of them had 19 cookies,How many guests did she prepare cookies for?,( 38.0 / 19.0 ),2,Common-Division,Brenda's mother made cookies for guests. If she prepared <1> cookies and each of them had <2> cookies how many guests did she prepare cookies for?,( <1> / <2> ),"['<1>', '<2>']","['38', '19']"
526,526,526,chal-527,"They decided to hold the party in their backyard. They have some sets of tables, each having the 3 chairs. If there are a total of 9 chairs in the backyard",How many sets of tables do they have?,( 9.0 / 3.0 ),3,Common-Division,"They decided to hold the party in their backyard. They have some sets of tables, each having the <1> chairs. If there are a total of <2> chairs in the backyard how many sets of tables do they have?",( <2> / <1> ),"['<1>', '<2>']","['3', '9']"
527,527,527,chal-528,Luke played a trivia game and scored 154 points. If he gained the 11 points in each round,How many rounds did he play?,( 154.0 / 11.0 ),14,Common-Division,Luke played a trivia game and scored <1> points. If he gained the <2> points in each round how many rounds did he play?,( <1> / <2> ),"['<1>', '<2>']","['154', '11']"
528,528,528,chal-529,"Jack received 3 emails in the afternoon, 6 emails in the morning and some more in the evening. If he received a total of 10 emails in the day",How many emails did jack receive in the evening?,( 10.0 - ( 6.0 + 3.0 ) ),1,Subtraction,"Jack received <1> emails in the afternoon, <2> emails in the morning and some more in the evening. If he received a total of <3> emails in the day how many emails did jack receive in the evening?",( <3> - ( <2> + <1> ) ),"['<1>', '<2>', '<3>']","['3', '6', '10']"
529,529,529,chal-530,There are 65 baskets of peaches. Each basket has 7 red peaches and 3 green peaches.,How many peaches are in each basket?,( 7.0 + 3.0 ),10,Addition,There are <1> baskets of peaches. Each basket has <2> red peaches and <3> green peaches. how many peaches are in each basket?,( <2> + <3> ),"['<1>', '<2>', '<3>']","['65', '7', '3']"
530,530,530,chal-531,The school is planning a field trip. The school has 102 classrooms. There are 11 students in the school and 99 seats on each school bus. If 8 students do n't want to go for the trip,How many students are going on the trip?,( 11.0 - 8.0 ),3,Subtraction,The school is planning a field trip. The school has <1> classrooms. There are <2> students in the school and <3> seats on each school bus. If <4> students do n't want to go for the trip how many students are going on the trip?,( <2> - <4> ),"['<1>', '<2>', '<3>', '<4>']","['102', '11', '99', '8']"
531,531,531,chal-532,Jesse's room is 11 feet long and 15 feet wide. If she already has 16 square feet of carpet,How much more carpet does she need to cover the whole floor?,( ( 11.0 * 15.0 ) - 16.0 ),149,Subtraction,Jesse's room is <1> feet long and <2> feet wide. If she already has <3> square feet of carpet how much more carpet does she need to cover the whole floor?,( ( <1> * <2> ) - <3> ),"['<1>', '<2>', '<3>']","['11', '15', '16']"
532,532,532,chal-533,Jake has 6 fewer peaches and 8 more apples than Steven. Steven has 17 peaches and 16 apples.,How many more peaches than apples does Steven have?,( 17.0 - 16.0 ),1,Subtraction,Jake has <1> fewer peaches and <2> more apples than Steven. Steven has <3> peaches and <4> apples. how many more peaches than apples does steven have?,( <3> - 1<1> ),"['<1>', '<2>', '<3>', '<4>']","['6', '8', '17', '16']"
533,533,533,chal-534,Danny collects bottle caps. He threw away 60 of the old ones at the park while he found 58 bottle caps new ones. Now he has 67 bottle caps in his collection.,How many bottle caps did danny have at first?,( ( 67.0 + 60.0 ) - 58.0 ),69,Subtraction,Danny collects bottle caps. He threw away <1> of the old ones at the park while he found <2> bottle caps new ones. Now he has <3> bottle caps in his collection. how many bottle caps did danny have at first?,( ( <3> + <1> ) - <2> ),"['<1>', '<2>', '<3>']","['60', '58', '67']"
534,534,534,chal-535,Nell collects baseball cards. She had 573 cards. She gave 195 cards to John and yet some more to Jeff. Now she has 210 cards left.,How many cards did Nell give to Jeff?,( ( 573.0 - 195.0 ) - 210.0 ),168,Subtraction,Nell collects baseball cards. She had <1> cards. She gave <2> cards to John and yet some more to Jeff. Now she has <3> cards left. how many cards did nell give to jeff?,( ( <1> - <2> ) - <3> ),"['<1>', '<2>', '<3>']","['573', '195', '210']"
535,535,535,chal-536,Next on his checklist is wax to stick the feathers together. If he currently has 11 g of wax and the feathers require a total of 492 g of wax,How many more grams of wax does he need?,( 492.0 - 11.0 ),481,Subtraction,Next on his checklist is wax to stick the feathers together. If he currently has <1> g of wax and the feathers require a total of <2> g of wax how many more grams of wax does he need?,( <2> - <1> ),"['<1>', '<2>']","['11', '492']"
536,536,536,chal-537,Winter is almost here and most animals are migrating to warmer countries. There are 49 bird families living near the mountain. 59 bird families flew away for winter and 24 new bird families came to live near the mountain from the arctic.,How many bird families were left near the mountain?,( ( 49.0 - 59.0 ) + 24.0 ),14,Addition,Winter is almost here and most animals are migrating to warmer countries. There are <1> bird families living near the mountain. <2> bird families flew away for winter and <3> new bird families came to live near the mountain from the arctic. how many bird families were left near the mountain?,( ( <1> - <2> ) + <3> ),"['<1>', '<2>', '<3>']","['49', '59', '24']"
